"KO"	"extracted_text"
"18267"	"K26456"	"TRINITY_DN289001_c0_g2_i1"
"18269"	"K17751"	"TRINITY_DN289014_c0_g1_i1"
"18270"	"K24412"	"TRINITY_DN28904_c0_g1_i1"
"18275"	"K10433"	"TRINITY_DN289147_c0_g1_i2"
"18282"	"K04630"	"TRINITY_DN2891_c0_g1_i1"
"18283"	"K04630"	"TRINITY_DN2891_c0_g2_i1"
"18292"	"K03252"	"TRINITY_DN289329_c0_g1_i1"
"18299"	"K00700"	"TRINITY_DN289577_c0_g2_i1"
"18300"	"K00700"	"TRINITY_DN289577_c0_g2_i2"
"18302"	"K06643"	"TRINITY_DN289596_c0_g2_i1"
"18307"	"K03037"	"TRINITY_DN289707_c0_g1_i1"
"18311"	"K11842"	"TRINITY_DN2897_c0_g1_i1"
"18312"	"K17693"	"TRINITY_DN28980_c5_g1_i1"
"18317"	"K02915"	"TRINITY_DN28984_c0_g1_i1"
"18318"	"K02915"	"TRINITY_DN28984_c0_g2_i1"
"18319"	"K12667"	"TRINITY_DN289903_c0_g1_i1"
"18323"	"K05109"	"TRINITY_DN289_c0_g2_i5"
"18326"	"K11479"	"TRINITY_DN290042_c0_g1_i1"
"18329"	"K17784"	"TRINITY_DN290114_c0_g2_i1"
"18330"	"K00850"	"TRINITY_DN290140_c0_g2_i1"
"18331"	"K07367"	"TRINITY_DN290150_c0_g1_i19"
"18332"	"K22415"	"TRINITY_DN290150_c0_g1_i23"
"18333"	"K07367"	"TRINITY_DN290150_c0_g1_i7"
"18335"	"K07195"	"TRINITY_DN29016_c0_g1_i3"
"18344"	"K26730"	"TRINITY_DN290302_c0_g1_i1"
"18345"	"K26730"	"TRINITY_DN290302_c0_g2_i1"
"18348"	"K13171"	"TRINITY_DN290491_c1_g1_i2"
"18350"	"K15172"	"TRINITY_DN290548_c0_g2_i1"
"18354"	"K12042"	"TRINITY_DN2905_c0_g1_i3"
"18357"	"K02875"	"TRINITY_DN290741_c0_g1_i1"
"18358"	"K02875"	"TRINITY_DN290741_c0_g2_i1"
"18359"	"K19013"	"TRINITY_DN290748_c0_g1_i1"
"18361"	"K10756"	"TRINITY_DN290779_c0_g1_i1"
"18362"	"K02154"	"TRINITY_DN290818_c0_g1_i1"
"18368"	"K10667"	"TRINITY_DN291052_c0_g1_i1"
"18370"	"K22593"	"TRINITY_DN291079_c1_g1_i1"
"18371"	"K09569"	"TRINITY_DN29107_c0_g1_i1"
"18374"	"K04035"	"TRINITY_DN291120_c0_g1_i1"
"18381"	"K17941"	"TRINITY_DN2912_c0_g1_i23"
"18382"	"K16061"	"TRINITY_DN2912_c0_g1_i3"
"18385"	"K06591"	"TRINITY_DN291300_c0_g1_i1"
"18392"	"K08857"	"TRINITY_DN291477_c0_g1_i1"
"18394"	"K12826"	"TRINITY_DN291588_c0_g2_i1"
"18396"	"K21767"	"TRINITY_DN291631_c0_g1_i1"
"18404"	"K09680"	"TRINITY_DN291824_c0_g1_i1"
"18405"	"K08472"	"TRINITY_DN29182_c0_g1_i1"
"18445"	"K09553"	"TRINITY_DN292465_c0_g1_i1"
"18450"	"K15523"	"TRINITY_DN292619_c0_g1_i1"
"18459"	"K11254"	"TRINITY_DN292889_c0_g2_i2"
"18461"	"K09490"	"TRINITY_DN2928_c1_g1_i1"
"18462"	"K09490"	"TRINITY_DN2928_c1_g2_i1"
"18463"	"K09490"	"TRINITY_DN2928_c1_g2_i2"
"18464"	"K09490"	"TRINITY_DN2928_c1_g2_i3"
"18483"	"K14726"	"TRINITY_DN2934_c0_g1_i1"
"18484"	"K04739"	"TRINITY_DN2934_c0_g1_i10"
"18485"	"K04739"	"TRINITY_DN2934_c0_g1_i2"
"18486"	"K14726"	"TRINITY_DN2934_c0_g1_i4"
"18487"	"K14726"	"TRINITY_DN2934_c0_g1_i8"
"18493"	"K12848"	"TRINITY_DN293746_c0_g1_i2"
"18509"	"K06233"	"TRINITY_DN29432_c0_g3_i2"
"18512"	"K01601"	"TRINITY_DN294469_c0_g1_i2"
"18516"	"K23899"	"TRINITY_DN294675_c0_g1_i1"
"18521"	"K22614"	"TRINITY_DN294885_c0_g1_i1"
"18526"	"K14411"	"TRINITY_DN294_c0_g1_i10"
"18527"	"K14411"	"TRINITY_DN294_c0_g1_i8"
"18528"	"K03253"	"TRINITY_DN295001_c0_g2_i1"
"18540"	"K08582"	"TRINITY_DN295444_c0_g1_i1"
"18541"	"K02183"	"TRINITY_DN295493_c0_g1_i1"
"18545"	"K10406"	"TRINITY_DN29561_c1_g1_i3"
"18546"	"K10406"	"TRINITY_DN29561_c1_g1_i4"
"18550"	"K02893"	"TRINITY_DN295852_c0_g1_i1"
"18551"	"K02893"	"TRINITY_DN295852_c0_g1_i2"
"18552"	"K02893"	"TRINITY_DN295852_c0_g2_i1"
"18559"	"K04354"	"TRINITY_DN295_c0_g1_i1"
"18561"	"K14651"	"TRINITY_DN296142_c0_g1_i1"
"18567"	"K02706"	"TRINITY_DN2966_c0_g1_i1"
"18571"	"K00434"	"TRINITY_DN29687_c0_g1_i1"
"18572"	"K25781"	"TRINITY_DN2969_c0_g1_i1"
"18574"	"K25781"	"TRINITY_DN2969_c0_g1_i5"
"18575"	"K06886"	"TRINITY_DN297140_c0_g1_i2"
"18576"	"K08285"	"TRINITY_DN297150_c0_g1_i1"
"18591"	"K03263"	"TRINITY_DN29723_c0_g1_i2"
"18592"	"K03263"	"TRINITY_DN29723_c0_g1_i4"
"18593"	"K03263"	"TRINITY_DN29723_c0_g1_i5"
"18594"	"K03263"	"TRINITY_DN29723_c0_g1_i6"
"18596"	"K01363"	"TRINITY_DN297287_c0_g1_i1"
"18598"	"K10408"	"TRINITY_DN297389_c0_g1_i1"
"18609"	"K15378"	"TRINITY_DN297563_c0_g1_i1"
"18610"	"K13704"	"TRINITY_DN297572_c0_g1_i1"
"18611"	"K13704"	"TRINITY_DN297572_c0_g1_i2"
"18612"	"K14572"	"TRINITY_DN297577_c0_g1_i1"
"18613"	"K08867"	"TRINITY_DN29757_c0_g1_i1"
"18614"	"K08867"	"TRINITY_DN29757_c0_g1_i2"
"18615"	"K14683"	"TRINITY_DN297581_c0_g1_i11"
"18616"	"K14683"	"TRINITY_DN297581_c0_g1_i12"
"18617"	"K14683"	"TRINITY_DN297581_c0_g1_i3"
"18618"	"K14683"	"TRINITY_DN297581_c0_g1_i32"
"18619"	"K14683"	"TRINITY_DN297581_c0_g1_i36"
"18623"	"K02946"	"TRINITY_DN297736_c0_g1_i1"
"18628"	"K02210"	"TRINITY_DN29793_c0_g1_i6"
"18629"	"K02541"	"TRINITY_DN29793_c1_g1_i2"
"18636"	"K14297"	"TRINITY_DN29810_c1_g1_i1"
"18640"	"K23733"	"TRINITY_DN29814_c0_g1_i1"
"18642"	"K23733"	"TRINITY_DN29814_c0_g1_i4"
"18646"	"K23733"	"TRINITY_DN29814_c0_g1_i8"
"18656"	"K03767"	"TRINITY_DN29832_c0_g1_i1"
"18657"	"K03767"	"TRINITY_DN29832_c0_g1_i2"
"18658"	"K03767"	"TRINITY_DN29832_c0_g1_i3"
"18659"	"K03767"	"TRINITY_DN29832_c0_g1_i6"
"18661"	"K07766"	"TRINITY_DN298352_c0_g2_i1"
"18662"	"K07766"	"TRINITY_DN298352_c0_g2_i3"
"18666"	"K03955"	"TRINITY_DN298459_c0_g1_i1"
"18669"	"K11585"	"TRINITY_DN29852_c0_g1_i1"
"18691"	"K02932"	"TRINITY_DN299073_c0_g3_i1"
"18694"	"K01193"	"TRINITY_DN2991_c0_g1_i4"
"18698"	"K12387"	"TRINITY_DN299223_c0_g1_i1"
"18712"	"K11836"	"TRINITY_DN299318_c0_g1_i1"
"18722"	"K11230"	"TRINITY_DN29950_c0_g1_i11"
"18723"	"K04420"	"TRINITY_DN29950_c0_g1_i12"
"18724"	"K04420"	"TRINITY_DN29950_c0_g1_i13"
"18725"	"K04420"	"TRINITY_DN29950_c0_g1_i16"
"18726"	"K04420"	"TRINITY_DN29950_c0_g1_i3"
"18727"	"K04420"	"TRINITY_DN29950_c0_g1_i6"
"18728"	"K20717"	"TRINITY_DN29950_c0_g1_i9"
"18734"	"K19721"	"TRINITY_DN2995_c1_g1_i10"
"18735"	"K19721"	"TRINITY_DN2995_c1_g1_i2"
"18736"	"K19721"	"TRINITY_DN2995_c1_g1_i6"
"18737"	"K10408"	"TRINITY_DN29966_c1_g1_i1"
"18738"	"K20029"	"TRINITY_DN299695_c0_g2_i1"
"18754"	"K24945"	"TRINITY_DN300217_c0_g1_i1"
"18764"	"K11098"	"TRINITY_DN300432_c0_g1_i2"
"18765"	"K01803"	"TRINITY_DN30045_c0_g1_i1"
"18774"	"K08472"	"TRINITY_DN300638_c0_g1_i1"
"18775"	"K08472"	"TRINITY_DN300638_c0_g1_i5"
"18776"	"K08472"	"TRINITY_DN300638_c0_g3_i1"
"18777"	"K08472"	"TRINITY_DN300638_c0_g3_i2"
"18778"	"K14206"	"TRINITY_DN30066_c0_g1_i1"
"18779"	"K14206"	"TRINITY_DN30066_c0_g1_i2"
"18780"	"K14206"	"TRINITY_DN30066_c0_g1_i4"
"18781"	"K14206"	"TRINITY_DN30066_c0_g1_i5"
"18782"	"K14206"	"TRINITY_DN30066_c0_g1_i6"
"18783"	"K14206"	"TRINITY_DN30066_c0_g1_i8"
"18785"	"K12858"	"TRINITY_DN300683_c0_g1_i1"
"18787"	"K04371"	"TRINITY_DN30070_c0_g1_i1"
"18794"	"K11275"	"TRINITY_DN300885_c0_g1_i1"
"18795"	"K11275"	"TRINITY_DN300885_c0_g1_i2"
"18804"	"K10406"	"TRINITY_DN3009_c1_g1_i2"
"18805"	"K10088"	"TRINITY_DN301006_c0_g1_i1"
"18815"	"K13207"	"TRINITY_DN301165_c0_g1_i1"
"18817"	"K01539"	"TRINITY_DN301218_c0_g1_i1"
"18820"	"K05610"	"TRINITY_DN301294_c0_g1_i1"
"18822"	"K10843"	"TRINITY_DN301514_c0_g1_i1"
"18823"	"K02357"	"TRINITY_DN301518_c0_g1_i1"
"18825"	"K03094"	"TRINITY_DN3015_c0_g1_i1"
"18826"	"K03094"	"TRINITY_DN3015_c0_g1_i2"
"18827"	"K03094"	"TRINITY_DN3015_c0_g2_i2"
"18833"	"K17785"	"TRINITY_DN301875_c0_g1_i2"
"18834"	"K08867"	"TRINITY_DN301885_c0_g2_i1"
"18836"	"K02957"	"TRINITY_DN301914_c0_g1_i1"
"18837"	"K02957"	"TRINITY_DN301914_c0_g1_i2"
"18840"	"K03094"	"TRINITY_DN302145_c0_g1_i2"
"18841"	"K03094"	"TRINITY_DN302145_c0_g1_i3"
"18847"	"K13412"	"TRINITY_DN302292_c0_g1_i1"
"18853"	"K00986"	"TRINITY_DN3022_c2_g2_i1"
"18854"	"K08513"	"TRINITY_DN30230_c0_g1_i1"
"18855"	"K09331"	"TRINITY_DN302360_c0_g1_i1"
"18859"	"K13412"	"TRINITY_DN30251_c0_g1_i1"
"18862"	"K02358"	"TRINITY_DN3026_c0_g1_i1"
"18863"	"K02358"	"TRINITY_DN3026_c0_g1_i2"
"18864"	"K02358"	"TRINITY_DN3026_c0_g1_i4"
"18865"	"K02358"	"TRINITY_DN3026_c0_g1_i6"
"18866"	"K02358"	"TRINITY_DN3026_c0_g1_i7"
"18867"	"K02358"	"TRINITY_DN3026_c0_g1_i8"
"18886"	"K16948"	"TRINITY_DN303160_c0_g1_i1"
"18887"	"K00940"	"TRINITY_DN303246_c0_g2_i1"
"18888"	"K00940"	"TRINITY_DN303246_c0_g2_i2"
"18889"	"K12486"	"TRINITY_DN303276_c0_g1_i1"
"18890"	"K12850"	"TRINITY_DN303290_c0_g1_i1"
"18891"	"K02882"	"TRINITY_DN3032_c0_g1_i1"
"18892"	"K02882"	"TRINITY_DN3032_c0_g1_i2"
"18893"	"K02882"	"TRINITY_DN3032_c0_g1_i3"
"18894"	"K02882"	"TRINITY_DN3032_c0_g1_i4"
"18901"	"K03087"	"TRINITY_DN303414_c0_g1_i1"
"18910"	"K24070"	"TRINITY_DN303630_c0_g1_i1"
"18914"	"K06237"	"TRINITY_DN3036_c0_g1_i1"
"18923"	"K05016"	"TRINITY_DN303759_c0_g1_i2"
"18933"	"K03696"	"TRINITY_DN303893_c0_g2_i2"
"18935"	"K06058"	"TRINITY_DN3038_c1_g2_i1"
"18938"	"K08819"	"TRINITY_DN303905_c0_g1_i1"
"18939"	"K05853"	"TRINITY_DN303910_c0_g2_i1"
"18942"	"K01365"	"TRINITY_DN303940_c0_g1_i1"
"18944"	"K24725"	"TRINITY_DN303962_c0_g1_i1"
"18945"	"K11801"	"TRINITY_DN303965_c0_g1_i1"
"18947"	"K01537"	"TRINITY_DN303969_c0_g1_i1"
"18948"	"K01537"	"TRINITY_DN303969_c0_g2_i1"
"18949"	"K16449"	"TRINITY_DN303978_c0_g1_i1"
"18958"	"K17630"	"TRINITY_DN304047_c0_g2_i1"
"18964"	"K12833"	"TRINITY_DN3040_c1_g2_i1"
"18969"	"K03178"	"TRINITY_DN304124_c0_g1_i1"
"18970"	"K03178"	"TRINITY_DN304124_c0_g2_i1"
"18972"	"K10408"	"TRINITY_DN304165_c1_g1_i1"
"18973"	"K10408"	"TRINITY_DN304165_c1_g2_i1"
"18974"	"K00382"	"TRINITY_DN304175_c0_g1_i1"
"18975"	"K05699"	"TRINITY_DN304178_c0_g1_i2"
"18982"	"K25552"	"TRINITY_DN304242_c0_g1_i1"
"18983"	"K06636"	"TRINITY_DN304252_c0_g1_i1"
"18986"	"K13207"	"TRINITY_DN3042_c0_g1_i1"
"18987"	"K13207"	"TRINITY_DN3042_c0_g1_i2"
"18989"	"K18758"	"TRINITY_DN304339_c0_g1_i1"
"18991"	"K00507"	"TRINITY_DN304376_c0_g1_i1"
"18992"	"K24621"	"TRINITY_DN304392_c0_g1_i1"
"18994"	"K14498"	"TRINITY_DN304403_c0_g1_i1"
"19003"	"K02257"	"TRINITY_DN304489_c0_g2_i1"
"19004"	"K08245"	"TRINITY_DN30448_c0_g1_i1"
"19005"	"K00602"	"TRINITY_DN30449_c0_g2_i1"
"19018"	"K22614"	"TRINITY_DN304600_c0_g2_i1"
"19025"	"K07857"	"TRINITY_DN304680_c0_g1_i3"
"19031"	"K13412"	"TRINITY_DN304735_c0_g1_i2"
"19032"	"K13412"	"TRINITY_DN304735_c1_g1_i1"
"19036"	"K07748"	"TRINITY_DN304799_c0_g1_i1"
"19037"	"K02542"	"TRINITY_DN304801_c0_g1_i2"
"19044"	"K03094"	"TRINITY_DN30483_c0_g1_i1"
"19046"	"K12898"	"TRINITY_DN304855_c0_g2_i1"
"19048"	"K24938"	"TRINITY_DN304863_c0_g2_i1"
"19051"	"K01176"	"TRINITY_DN304865_c0_g1_i1"
"19052"	"K06062"	"TRINITY_DN304872_c0_g1_i1"
"19075"	"K12856"	"TRINITY_DN30497_c0_g1_i1"
"19082"	"K08882"	"TRINITY_DN304991_c0_g1_i2"
"19089"	"K09497"	"TRINITY_DN305042_c0_g1_i1"
"19092"	"K06002"	"TRINITY_DN305050_c0_g2_i1"
"19095"	"K11086"	"TRINITY_DN305082_c0_g1_i1"
"19096"	"K06917"	"TRINITY_DN305109_c0_g2_i1"
"19097"	"K26109"	"TRINITY_DN305110_c0_g2_i1"
"19099"	"K02355"	"TRINITY_DN30511_c0_g1_i2"
"19104"	"K10436"	"TRINITY_DN305178_c0_g1_i2"
"19105"	"K04392"	"TRINITY_DN305199_c0_g2_i8"
"19128"	"K06269"	"TRINITY_DN305367_c0_g2_i2"
"19129"	"K08829"	"TRINITY_DN305388_c0_g1_i1"
"19139"	"K20029"	"TRINITY_DN305505_c0_g1_i1"
"19142"	"K06916"	"TRINITY_DN305552_c0_g1_i1"
"19144"	"K02925"	"TRINITY_DN305617_c0_g1_i1"
"19145"	"K02925"	"TRINITY_DN305617_c0_g2_i1"
"19146"	"K02925"	"TRINITY_DN305617_c0_g2_i2"
"19147"	"K02925"	"TRINITY_DN305617_c0_g2_i4"
"19148"	"K02925"	"TRINITY_DN305617_c0_g3_i1"
"19149"	"K02925"	"TRINITY_DN305617_c0_g3_i2"
"19150"	"K12874"	"TRINITY_DN305625_c0_g1_i1"
"19151"	"K12874"	"TRINITY_DN305625_c0_g1_i2"
"19156"	"K10396"	"TRINITY_DN305697_c0_g2_i1"
"19157"	"K04513"	"TRINITY_DN3056_c0_g1_i1"
"19158"	"K05849"	"TRINITY_DN305700_c0_g1_i1"
"19160"	"K13761"	"TRINITY_DN305718_c0_g1_i1"
"19161"	"K13761"	"TRINITY_DN305718_c0_g1_i2"
"19162"	"K10408"	"TRINITY_DN305734_c0_g1_i1"
"19163"	"K10408"	"TRINITY_DN305734_c0_g2_i1"
"19164"	"K10408"	"TRINITY_DN305734_c0_g3_i1"
"19165"	"K10408"	"TRINITY_DN305734_c0_g4_i1"
"19166"	"K01933"	"TRINITY_DN305760_c0_g1_i1"
"19167"	"K00764"	"TRINITY_DN305760_c0_g2_i1"
"19172"	"K01535"	"TRINITY_DN305805_c0_g2_i1"
"19173"	"K01535"	"TRINITY_DN305805_c0_g3_i1"
"19174"	"K13412"	"TRINITY_DN305822_c0_g1_i1"
"19182"	"K08714"	"TRINITY_DN305874_c0_g1_i1"
"19184"	"K06252"	"TRINITY_DN305894_c0_g1_i1"
"19185"	"K04603"	"TRINITY_DN305900_c0_g2_i1"
"19186"	"K19519"	"TRINITY_DN305906_c0_g1_i1"
"19187"	"K08994"	"TRINITY_DN305977_c0_g1_i1"
"19188"	"K08994"	"TRINITY_DN305977_c0_g1_i2"
"19192"	"K00413"	"TRINITY_DN306016_c0_g1_i1"
"19198"	"K01262"	"TRINITY_DN306051_c0_g1_i2"
"19201"	"K10645"	"TRINITY_DN306087_c0_g1_i1"
"19208"	"K03696"	"TRINITY_DN306136_c0_g1_i1"
"19209"	"K03696"	"TRINITY_DN306136_c0_g2_i1"
"19213"	"K21398"	"TRINITY_DN306153_c0_g2_i1"
"19214"	"K23424"	"TRINITY_DN306164_c0_g1_i1"
"19216"	"K00889"	"TRINITY_DN306193_c0_g1_i1"
"19217"	"K02132"	"TRINITY_DN3061_c0_g2_i1"
"19221"	"K00986"	"TRINITY_DN3061_c0_g2_i4"
"19228"	"K12392"	"TRINITY_DN306271_c0_g1_i1"
"19235"	"K24764"	"TRINITY_DN306358_c0_g1_i1"
"19236"	"K06630"	"TRINITY_DN306372_c0_g1_i1"
"19238"	"K04512"	"TRINITY_DN306377_c0_g2_i1"
"19240"	"K06515"	"TRINITY_DN306402_c0_g1_i1"
"19243"	"K01768"	"TRINITY_DN306439_c0_g2_i1"
"19246"	"K15687"	"TRINITY_DN306487_c0_g1_i2"
"19259"	"K00587"	"TRINITY_DN306573_c0_g1_i2"
"19261"	"K23379"	"TRINITY_DN306574_c0_g1_i1"
"19266"	"K19719"	"TRINITY_DN306577_c0_g2_i1"
"19277"	"K06839"	"TRINITY_DN306663_c0_g1_i1"
"19280"	"K08573"	"TRINITY_DN306687_c0_g1_i1"
"19283"	"K10458"	"TRINITY_DN306713_c0_g1_i1"
"19288"	"K03773"	"TRINITY_DN306822_c0_g1_i1"
"19291"	"K04460"	"TRINITY_DN306855_c0_g1_i1"
"19295"	"K24543"	"TRINITY_DN306902_c0_g1_i1"
"19296"	"K24543"	"TRINITY_DN306902_c0_g2_i1"
"19298"	"K14561"	"TRINITY_DN306942_c0_g1_i2"
"19299"	"K09500"	"TRINITY_DN306971_c0_g1_i1"
"19303"	"K13761"	"TRINITY_DN306987_c0_g3_i1"
"19310"	"K14802"	"TRINITY_DN307038_c0_g1_i1"
"19313"	"K08794"	"TRINITY_DN307060_c0_g2_i1"
"19324"	"K00464"	"TRINITY_DN307170_c0_g1_i1"
"19333"	"K23600"	"TRINITY_DN307204_c0_g1_i1"
"19334"	"K09584"	"TRINITY_DN307212_c0_g1_i1"
"19335"	"K09584"	"TRINITY_DN307212_c0_g1_i3"
"19345"	"K09580"	"TRINITY_DN307283_c0_g1_i1"
"19346"	"K09580"	"TRINITY_DN307283_c0_g1_i2"
"19347"	"K09580"	"TRINITY_DN307283_c0_g1_i5"
"19348"	"K00847"	"TRINITY_DN307288_c0_g1_i1"
"19355"	"K15709"	"TRINITY_DN307367_c0_g1_i1"
"19356"	"K15015"	"TRINITY_DN307376_c0_g1_i1"
"19362"	"K04508"	"TRINITY_DN307418_c0_g1_i1"
"19363"	"K11000"	"TRINITY_DN307442_c0_g1_i1"
"19365"	"K03325"	"TRINITY_DN307461_c0_g1_i1"
"19367"	"K01772"	"TRINITY_DN307473_c0_g1_i2"
"19368"	"K07192"	"TRINITY_DN307474_c0_g1_i1"
"19369"	"K11113"	"TRINITY_DN307474_c9_g1_i1"
"19373"	"K17943"	"TRINITY_DN307488_c0_g3_i1"
"19377"	"K01537"	"TRINITY_DN307512_c0_g1_i1"
"19389"	"K02878"	"TRINITY_DN307586_c0_g1_i1"
"19390"	"K16052"	"TRINITY_DN307613_c0_g1_i1"
"19394"	"K13199"	"TRINITY_DN307641_c0_g1_i2"
"19400"	"K08832"	"TRINITY_DN307674_c0_g1_i1"
"19402"	"K07881"	"TRINITY_DN307698_c0_g1_i1"
"19403"	"K11967"	"TRINITY_DN3076_c0_g1_i7"
"19412"	"K21421"	"TRINITY_DN307813_c0_g1_i1"
"19416"	"K00814"	"TRINITY_DN307834_c0_g2_i1"
"19418"	"K23257"	"TRINITY_DN307876_c0_g1_i1"
"19427"	"K00831"	"TRINITY_DN307966_c0_g1_i1"
"19428"	"K00831"	"TRINITY_DN307966_c0_g2_i1"
"19430"	"K21989"	"TRINITY_DN307984_c0_g1_i1"
"19432"	"K05349"	"TRINITY_DN308000_c0_g1_i1"
"19433"	"K05349"	"TRINITY_DN308000_c0_g2_i1"
"19434"	"K04345"	"TRINITY_DN308011_c0_g1_i1"
"19435"	"K03283"	"TRINITY_DN308034_c0_g1_i10"
"19436"	"K03283"	"TRINITY_DN308034_c0_g1_i3"
"19437"	"K02943"	"TRINITY_DN308034_c0_g1_i4"
"19438"	"K03283"	"TRINITY_DN308034_c0_g1_i5"
"19439"	"K03283"	"TRINITY_DN308034_c0_g1_i6"
"19440"	"K03283"	"TRINITY_DN308034_c0_g1_i7"
"19441"	"K03283"	"TRINITY_DN308034_c0_g1_i8"
"19442"	"K03283"	"TRINITY_DN308034_c0_g1_i9"
"19443"	"K03283"	"TRINITY_DN308034_c0_g2_i1"
"19444"	"K02943"	"TRINITY_DN308034_c0_g3_i1"
"19445"	"K12829"	"TRINITY_DN308034_c2_g1_i1"
"19446"	"K00901"	"TRINITY_DN308052_c0_g1_i1"
"19447"	"K00901"	"TRINITY_DN308052_c0_g2_i1"
"19449"	"K21737"	"TRINITY_DN308067_c0_g2_i1"
"19450"	"K21737"	"TRINITY_DN308067_c0_g3_i1"
"19453"	"K03934"	"TRINITY_DN308093_c0_g2_i1"
"19455"	"K15276"	"TRINITY_DN308116_c0_g1_i1"
"19458"	"K19683"	"TRINITY_DN308142_c0_g1_i1"
"19459"	"K19683"	"TRINITY_DN308142_c0_g2_i1"
"19464"	"K11152"	"TRINITY_DN308187_c0_g1_i1"
"19469"	"K10408"	"TRINITY_DN308246_c0_g1_i1"
"19471"	"K17508"	"TRINITY_DN308294_c0_g1_i1"
"19476"	"K08057"	"TRINITY_DN30835_c0_g1_i1"
"19480"	"K11786"	"TRINITY_DN308407_c0_g2_i1"
"19481"	"K04079"	"TRINITY_DN308429_c4_g1_i1"
"19482"	"K03594"	"TRINITY_DN308436_c0_g1_i1"
"19483"	"K01196"	"TRINITY_DN308443_c0_g1_i2"
"19489"	"K01662"	"TRINITY_DN308491_c0_g1_i2"
"19493"	"K02873"	"TRINITY_DN30850_c0_g1_i1"
"19494"	"K13447"	"TRINITY_DN308517_c0_g3_i1"
"19495"	"K00121"	"TRINITY_DN308526_c0_g2_i1"
"19501"	"K11517"	"TRINITY_DN308576_c0_g1_i1"
"19502"	"K11517"	"TRINITY_DN308576_c0_g2_i1"
"19509"	"K03321"	"TRINITY_DN308604_c0_g1_i1"
"19510"	"K03321"	"TRINITY_DN308604_c0_g2_i1"
"19517"	"K12874"	"TRINITY_DN308723_c0_g1_i1"
"19524"	"K14944"	"TRINITY_DN308802_c0_g1_i1"
"19525"	"K14944"	"TRINITY_DN308802_c0_g2_i1"
"19526"	"K04507"	"TRINITY_DN308830_c0_g1_i1"
"19529"	"K00255"	"TRINITY_DN308841_c0_g1_i1"
"19530"	"K06560"	"TRINITY_DN308861_c1_g1_i1"
"19532"	"K04497"	"TRINITY_DN30887_c0_g1_i1"
"19533"	"K04497"	"TRINITY_DN30887_c0_g1_i2"
"19534"	"K03321"	"TRINITY_DN308895_c0_g1_i1"
"19538"	"K21456"	"TRINITY_DN308919_c0_g1_i1"
"19539"	"K11467"	"TRINITY_DN308926_c0_g1_i1"
"19540"	"K16765"	"TRINITY_DN308935_c0_g1_i1"
"19544"	"K02147"	"TRINITY_DN308968_c0_g1_i1"
"19545"	"K02147"	"TRINITY_DN308968_c0_g1_i2"
"19546"	"K03320"	"TRINITY_DN308972_c0_g1_i1"
"19547"	"K02995"	"TRINITY_DN308972_c0_g3_i3"
"19551"	"K16551"	"TRINITY_DN309012_c0_g2_i1"
"19554"	"K17586"	"TRINITY_DN309066_c0_g1_i1"
"19576"	"K08606"	"TRINITY_DN309183_c0_g2_i1"
"19590"	"K12373"	"TRINITY_DN309447_c0_g1_i1"
"19596"	"K02358"	"TRINITY_DN309518_c0_g1_i2"
"19597"	"K09487"	"TRINITY_DN309542_c0_g2_i1"
"19598"	"K05349"	"TRINITY_DN309584_c0_g1_i1"
"19599"	"K17609"	"TRINITY_DN3095_c0_g1_i1"
"19600"	"K17609"	"TRINITY_DN3095_c0_g1_i3"
"19603"	"K00889"	"TRINITY_DN309616_c0_g1_i1"
"19606"	"K12603"	"TRINITY_DN309635_c0_g1_i1"
"19608"	"K03696"	"TRINITY_DN309670_c0_g1_i1"
"19609"	"K03696"	"TRINITY_DN309670_c0_g2_i1"
"19610"	"K21737"	"TRINITY_DN309691_c0_g1_i1"
"19624"	"K00574"	"TRINITY_DN309850_c0_g2_i1"
"19630"	"K00477"	"TRINITY_DN309946_c0_g1_i1"
"19633"	"K02999"	"TRINITY_DN309958_c0_g1_i1"
"19636"	"K02993"	"TRINITY_DN310034_c0_g1_i1"
"19637"	"K15203"	"TRINITY_DN310066_c0_g1_i1"
"19639"	"K10755"	"TRINITY_DN310134_c0_g1_i1"
"19650"	"K05853"	"TRINITY_DN310298_c0_g2_i1"
"19651"	"K05853"	"TRINITY_DN310298_c0_g3_i1"
"19653"	"K11651"	"TRINITY_DN310310_c0_g2_i1"
"19660"	"K22614"	"TRINITY_DN31032_c1_g1_i2"
"19662"	"K09028"	"TRINITY_DN310363_c0_g1_i1"
"19668"	"K24185"	"TRINITY_DN310433_c0_g2_i1"
"19675"	"K03978"	"TRINITY_DN310513_c0_g2_i1"
"19676"	"K14191"	"TRINITY_DN310552_c0_g1_i1"
"19678"	"K03696"	"TRINITY_DN310612_c2_g1_i1"
"19680"	"K24220"	"TRINITY_DN310634_c0_g2_i1"
"19686"	"K03797"	"TRINITY_DN310667_c0_g2_i1"
"19690"	"K00031"	"TRINITY_DN310717_c0_g1_i1"
"19696"	"K20286"	"TRINITY_DN310784_c0_g1_i1"
"19699"	"K14798"	"TRINITY_DN310818_c0_g1_i1"
"19700"	"K06067"	"TRINITY_DN310857_c0_g1_i1"
"19701"	"K06067"	"TRINITY_DN310857_c1_g1_i1"
"19707"	"K19674"	"TRINITY_DN311019_c0_g1_i1"
"19708"	"K19674"	"TRINITY_DN311019_c0_g2_i1"
"19709"	"K19674"	"TRINITY_DN311019_c0_g3_i1"
