Seq	Level1	Level2	Level3	Level4	Level5	Level6	Level7
Seq7458	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Rivularia PCC-7116	uncultured cyanobacterium
Seq7459	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema PCC-7110	Scytonema sp. U-3-3
Seq7460	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema PCC-7110	uncultured bacterium
Seq7461	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UCFS19	Scytonema UCFS19
Seq7462	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UCFS19	uncultured bacterium
Seq7463	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UTEX 2349	Scytonema UTEX 2349
Seq7464	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UTEX 2349	Hassallia sp. UB1-KK1
Seq7465	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UTEX 2349	Kryptousia macronema CENA336
Seq7466	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UTEX 2349	Tolypothrix distorta CANT1
Seq7467	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UTEX 2349	Tolypothrix distorta SAG 93.79
Seq7468	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UTEX 2349	Tolypothrix sp. Preslic8
Seq7469	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UTEX 2349	Toxopsis calypsus PLF
Seq7470	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UTEX 2349	Scytonema hofmanni UTEX 2349
Seq7471	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UTEX 2349	uncultured Nostoc sp.
Seq7472	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UTEX 2349	uncultured bacterium
Seq7473	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UTEX 2349	uncultured cyanobacterium
Seq7474	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema VB-61278	Scytonema VB-61278
Seq7475	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema VB-61278	Brasilonema angustatum HA4187-MV1
Seq7476	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema VB-61278	Brasilonema bromeliae SPC951
Seq7477	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema VB-61278	Brasilonema roberti-lamyi str. los manantiales1
Seq7478	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema VB-61278	Nostocales cyanobacterium HT-58-2
Seq7479	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema VB-61278	Scytonema sp. CCIBt3568
Seq7480	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema VB-61278	Scytonema tolypothrichoides VB-61278
Seq7481	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema VB-61278	uncultured bacterium
Seq7482	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema sp. F12	Scytonema sp. F12
Seq7483	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema sp. F18	Scytonema sp. F18
Seq7484	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Sphaerospermopsis BCCUSP55	Sphaerospermopsis BCCUSP55
Seq7485	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Sphaerospermopsis BCCUSP55	Anabaena sp. 08-05
Seq7486	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Sphaerospermopsis BCCUSP55	Anabaena sp. 1-Pastvisko11
Seq7487	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Sphaerospermopsis BCCUSP55	Anabaena sp. NQAIF321
Seq7488	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Sphaerospermopsis BCCUSP55	Anabaena sp. SSM-00
Seq7489	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Sphaerospermopsis BCCUSP55	Sphaerospermopsis aphanizomenoides BCCUSP55
Seq7490	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Sphaerospermopsis BCCUSP55	Sphaerospermopsis aphanizomenoides CENA188
Seq7491	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Sphaerospermopsis BCCUSP55	Sphaerospermopsis kisseleviana NIES-73
Seq7492	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Sphaerospermopsis BCCUSP55	Wollea ambigua SAG 1403-7
Seq7493	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Sphaerospermopsis BCCUSP55	Wollea saccata ACCS 045
Seq7494	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Sphaerospermopsis BCCUSP55	uncultured Cylindrospermopsis sp.
Seq7495	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Sphaerospermopsis BCCUSP55	uncultured bacterium
Seq7496	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Stigonema SAG 48.90	Stigonema SAG 48.90
Seq7497	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Stigonema SAG 48.90	Stigonema dinghuense DHS0072
Seq7498	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Stigonema SAG 48.90	Stigonema hormoides var. subarcticum J1-4
Seq7499	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Stigonema SAG 48.90	Stigonema informe E2-8
Seq7500	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Stigonema SAG 48.90	Stigonema ocellatum SAG 48.90
Seq7501	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Stigonema SAG 48.90	Stigonema ocellatum SAMA 35
Seq7502	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Stigonema SAG 48.90	Stigonema panniforme LS17
Seq7503	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Stigonema SAG 48.90	Stigonema sp. LS09-3
Seq7504	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Stigonema SAG 48.90	Stigonema sp. LS12-6
Seq7505	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Stigonema tuberculatum LS6-2	Stigonema tuberculatum LS6-2
Seq7506	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Synechococcus PCC-7902	Synechococcus PCC-7902
Seq7507	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Synechococcus PCC-7902	uncultured bacterium
Seq7508	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix sp. IAM M-259	Tolypothrix sp. IAM M-259
Seq7509	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix	Tolypothrix
Seq7510	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix	Calothrix brevissima NIES-22
Seq7511	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix	Calothrix sp. NIES-2098
Seq7512	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix	Camptylonemopsis sp. HA4241-MV5
Seq7513	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix	Camptylonemopsis sp. MGCY355I
Seq7514	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix	Fremyella diplosiphon NIES-3275
Seq7515	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix	Nostoc carneum NIES-2107
Seq7516	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix	Nostoc sp. Cam2S01
Seq7517	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix	Nostoc sp. NIES-4103
Seq7518	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix	Nostocaceae cyanobacterium CENA379
Seq7519	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix	uncultured bacterium
Seq7520	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Trichormus HINDAK 2001-4	Anabaena sp. DR-MII
Seq7521	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Trichormus HINDAK 2001-4	Anabaena sp. Sai001
Seq7522	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Trichormus HINDAK 2001-4	Trichormus sp. NMC-1
Seq7523	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	uncultured bacterium	uncultured bacterium
Seq7524	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	uncultured	Scytonema hyalinum
Seq7525	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	uncultured	Scytonema hyalinum AM54C
Seq7526	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	uncultured	uncultured bacterium
Seq7527	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	uncultured	uncultured cyanobacterium
Seq7528	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoriaceae	Oscillatoriaceae
Seq7529	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria PCC-10802	Oscillatoria duplisecta ETS-06
Seq7530	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria PCC-10802	Oscillatoria sp. PCC 10802
Seq7531	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria PCC-10802	uncultured Oscillatoria sp.
Seq7532	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria PCC-10802	uncultured bacterium
Seq7533	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria PCC-6304	Oscillatoria PCC-6304
Seq7534	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria PCC-6304	Phormidium sp. PsrPRcm6
Seq7535	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria PCC-6304	uncultured Phormidium sp.
Seq7536	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria PCC-6304	uncultured bacterium
Seq7537	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria PCC-6304	uncultured cyanobacterium
Seq7538	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria PCC-6304	uncultured organism
Seq7539	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oxynema BDU 92071	Oxynema sp. AP20
Seq7540	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oxynema BDU 92071	uncultured bacterium
Seq7541	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Phormidium ETS-05	Phormidium ETS-05
Seq7542	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Phormidium ETS-05	Koinonema pervagatum 61PC
Seq7543	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Phormidium ETS-05	Phormidium sp. ETS-05
Seq7544	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Phormidium ETS-05	Phormidium sp. ElfPHct20
Seq7545	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Phormidium ETS-05	filamentous cyanobacterium odo1mo59
Seq7546	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Phormidium ETS-05	uncultured bacterium
Seq7547	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Planktothricoides SR001	Planktothricoides SR001
Seq7548	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Planktothricoides SR001	Planktothricoides raciborskii NIES-207
Seq7549	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Planktothricoides SR001	uncultured bacterium
Seq7550	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Planktothricoides SR001	uncultured cyanobacterium
Seq7551	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	uncultured	uncultured
Seq7552	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	uncultured	filamentous cyanobacterium ishi2mo26
Seq7553	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	uncultured	uncultured bacterium
Seq7554	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	uncultured	uncultured cyanobacterium
Seq7555	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Paraspirulinaceae	Paraspirulinaceae
Seq7556	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	ESFC-1	ESFC-1
Seq7557	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	ESFC-1	Jaaginema sp. IkpSMP32
Seq7558	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	ESFC-1	Jaaginema sp. ThrJGgm18
Seq7559	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	ESFC-1	filamentous cyanobacterium ESFC-1
Seq7560	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	ESFC-1	uncultured bacterium
Seq7561	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Halospirulina CCC Baja-95 Cl.2	Halospirulina CCC Baja-95 Cl.2
Seq7562	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Halospirulina CCC Baja-95 Cl.2	Halospirulina sp. CCC Baja-95 Cl.3
Seq7563	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Halospirulina CCC Baja-95 Cl.2	Halospirulina sp. MPI S3
Seq7564	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Halospirulina CCC Baja-95 Cl.2	Halospirulina tapeticola
Seq7565	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Halospirulina CCC Baja-95 Cl.2	Halospirulina tapeticola BDU 101022
Seq7566	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Halospirulina CCC Baja-95 Cl.2	Spirulina subsalsa var. salina BAH8-10-45
Seq7567	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Halospirulina CCC Baja-95 Cl.2	uncultured organism
Seq7568	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Kamptonema formosum BDU 92022	Kamptonema formosum BDU 92022
Seq7569	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Phormidium sp. LEGE 07162	Phormidium sp. LEGE 07162
Seq7570	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina CCC Snake P-Y-85	Spirulina CCC Snake P-Y-85
Seq7571	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina CCC Snake P-Y-85	Spirulina sp.
Seq7572	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina CCC Snake P-Y-85	Spirulina sp. ElfSPR27
Seq7573	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina CCC Snake P-Y-85	uncultured cyanobacterium
Seq7574	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina CCC Snake P-Y-85	uncultured organism
Seq7575	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina DRTO-55.2	Spirulina DRTO-55.2
Seq7576	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina DRTO-55.2	Spirulina sp. DRTO-55.2
Seq7577	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina DRTO-55.2	uncultured bacterium
Seq7578	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina P7	Spirulina P7
Seq7579	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina P7	Spirulina sp. LEGE 11439
Seq7580	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina P7	Spirulina sp. P7
Seq7581	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina P7	Spirulina subsalsa CCAP 1475/1
Seq7582	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina P7	uncultured bacterium
Seq7583	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina PCC-6313	Spirulina PCC-6313
Seq7584	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina PCC-6313	Spirulina major 1LT27S06
Seq7585	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina PCC-6313	Spirulina sp.
Seq7586	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina PCC-6313	Spirulina subsalsa
Seq7587	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina PCC-6313	uncultured bacterium
Seq7588	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina PCC-9445	Spirulina PCC-9445
Seq7589	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina PCC-9445	Spirulina subsalsa
Seq7590	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina PCC-9445	Spirulina subsalsa FACHB-351
Seq7591	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina PCC-9445	Spirulina subsalsa IAM M-223
Seq7592	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina PCC-9445	Spirulina subsalsa PCC 9445
Seq7593	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina PCC-9445	uncultured bacterium
Seq7594	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	uncultured bacterium	uncultured bacterium
Seq7595	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	uncultured	uncultured
Seq7596	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	uncultured	uncultured bacterium
Seq7597	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	uncultured	uncultured cyanobacterium
Seq7598	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Phormidiaceae	Phormidiaceae
Seq7599	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Aerosakkonema Lao26	Aerosakkonema Lao26
Seq7600	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Aerosakkonema Lao26	uncultured bacterium
Seq7601	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	Arthrospira PCC-7345
Seq7602	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	Arthrospira platensis 540
Seq7603	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	Arthrospira platensis NIES-39
Seq7604	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	Arthrospira platensis Sp-12
Seq7605	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	Arthrospira sp. NMG
Seq7606	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	Arthrospira sp. TJSD
Seq7607	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	Neolyngbya arenicola ALCB 114386
Seq7608	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	Neolyngbya granulosa ALCB 114393
Seq7609	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	Neolyngbya irregularis ALCB 114389
Seq7610	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	Neolyngbya maris-brasilis ALCB 114381
Seq7611	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	Neolyngbya nodulosa ALCB 114383
Seq7612	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	Neolyngbya tenuis ALCB 114390
Seq7613	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	uncultured Lyngbya sp.
Seq7614	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	uncultured bacterium
Seq7615	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira PCC-7345	uncultured cyanobacterium
Seq7616	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Cephalothrix SAG 75.79	Cephalothrix komarekiana SAG 75.79
Seq7617	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Cephalothrix SAG 75.79	Oscillatoria sp. SAG 77.79
Seq7618	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Cephalothrix SAG 75.79	uncultured bacterium
Seq7619	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Cephalothrix SAG 75.79	uncultured cyanobacterium
Seq7620	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Kamptonema PCC-6407	Kamptonema PCC-6407
Seq7621	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Kamptonema PCC-6407	Oscillatoria lutea
Seq7622	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Kamptonema PCC-6407	Oscillatoria lutea SERB 50
Seq7623	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Kamptonema PCC-6407	Oscillatoriales cyanobacterium USR001
Seq7624	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Kamptonema PCC-6407	Oscillatoria sp. PCC 6506
Seq7625	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Kamptonema PCC-6407	uncultured bacterium
Seq7626	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Lyngbya PCC-7419	Lyngbya PCC-7419
Seq7627	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Lyngbya PCC-7419	Limnoraphis robusta CS-951
Seq7628	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Lyngbya PCC-7419	Lyngbya sp. 2.1
Seq7629	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Lyngbya PCC-7419	Lyngbya sp. ALCB114379
Seq7630	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Lyngbya PCC-7419	Lyngbya sp. PCC 8106
Seq7631	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Lyngbya PCC-7419	uncultured bacterium
Seq7632	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Lyngbya PCC-7419	uncultured cyanobacterium
Seq7633	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Phormidium IAM M-71	Phormidium ambiguum IAM M-71
Seq7634	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Phormidium IAM M-71	Phormidium irriguum f. minor ETS-02
Seq7635	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Phormidium IAM M-71	Phormidium sp. CENA270
Seq7636	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Phormidium IAM M-71	Phormidium sp. DVL1003c
Seq7637	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Phormidium IAM M-71	uncultured bacterium
Seq7638	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Planktothrix NIVA-CYA 15	Planktothrix NIVA-CYA 15
